Samp,Signal,I,Q,R,Phi,,,,
2619,-1741,-238.6,-42.29,242.32,-2.97,,,,
2620,-1677,-239.46,-41.94,243.1,-2.97,,,,
2621,-1414,-239.83,-41.19,243.34,-2.97,,,,
2622,-1049,-239.68,-40.51,243.08,-2.97,,,,
2623,-711,-239.26,-40.12,242.6,-2.98,,,,
2624,-553,-238.78,-39.99,242.11,-2.98,,,,
2625,-619,-238.26,-40.08,241.61,-2.97,,,,
2626,-885,-237.79,-40.51,241.21,-2.97,,,,
2627,-1259,-237.64,-41.27,241.2,-2.97,,,,
2628,-1575,-238.07,-42.05,241.75,-2.97,,,,
2629,-1740,-238.96,-42.36,242.69,-2.97,,,,
2630,-1677,-239.81,-42.01,243.46,-2.97,,,,
2631,-1414,-240.18,-41.26,243.7,-2.97,,,,
2632,-1046,-240.03,-40.58,243.44,-2.97,,,,
2633,-712,-239.62,-40.19,242.97,-2.98,,,,
2634,-554,-239.14,-40.06,242.47,-2.98,,,,
2635,-618,-238.62,-40.15,241.97,-2.97,,,,
2636,-885,-238.14,-40.58,241.57,-2.97,,,,
2637,-1259,-237.99,-41.34,241.56,-2.97,,,,
2638,-1574,-238.42,-42.12,242.11,-2.97,,,,
2639,-1740,-239.31,-42.43,243.04,-2.97,,,,
2640,-1678,-240.16,-42.08,243.82,-2.97,,,,
2641,-1414,-240.54,-41.33,244.06,-2.97,,,,
2642,-1048,-240.38,-40.65,243.8,-2.97,,,,
2643,-710,-239.97,-40.26,243.33,-2.98,,,,
2644,-556,-239.49,-40.13,242.83,-2.98,,,,
2645,-619,-238.97,-40.22,242.33,-2.97,,,,
2646,-884,-238.49,-40.65,241.93,-2.97,,,,
2647,-1259,-238.34,-41.41,241.91,-2.97,,,,
2648,-1576,-238.77,-42.19,242.47,-2.97,,,,
2649,-1741,-239.66,-42.5,243.4,-2.97,,,,
2650,-1678,-240.52,-42.15,244.18,-2.97,,,,
2651,-1411,-240.89,-41.4,244.42,-2.97,,,,
2652,-1047,-240.73,-40.72,244.15,-2.97,,,,
2653,-710,-240.32,-40.33,243.68,-2.98,,,,
2654,-553,-239.84,-40.2,243.19,-2.98,,,,
2655,-618,-239.32,-40.29,242.69,-2.97,,,,
2656,-884,-238.84,-40.72,242.29,-2.97,,,,
2657,-1261,-238.69,-41.48,242.27,-2.97,,,,
2658,-1576,-239.13,-42.26,242.83,-2.97,,,,
2659,-1738,-240.01,-42.57,243.76,-2.97,,,,
2660,-1676,-240.86,-42.22,244.54,-2.97,,,,
2661,-1415,-241.24,-41.47,244.77,-2.97,,,,
2662,-1049,-241.08,-40.79,244.51,-2.97,,,,
2663,-711,-240.67,-40.4,244.04,-2.98,,,,
2664,-554,-240.19,-40.27,243.54,-2.98,,,,
2665,-618,-239.67,-40.36,243.04,-2.97,,,,
2666,-886,-239.19,-40.79,242.64,-2.97,,,,
2667,-1259,-239.04,-41.55,242.62,-2.97,,,,
2668,-1576,-239.47,-42.33,243.18,-2.97,,,,
2669,-1740,-240.36,-42.64,244.11,-2.97,,,,
2670,-1676,-241.21,-42.29,244.89,-2.97,,,,
2671,-1413,-241.58,-41.54,245.13,-2.97,,,,
2672,-1048,-241.43,-40.86,244.86,-2.97,,,,
2673,-712,-241.01,-40.47,244.39,-2.98,,,,
2674,-554,-240.53,-40.34,243.89,-2.98,,,,
2675,-617,-240.01,-40.43,243.39,-2.97,,,,
2676,-885,-239.54,-40.85,242.99,-2.97,,,,
2677,-1260,-239.38,-41.62,242.98,-2.97,,,,
2678,-1576,-239.82,-42.4,243.53,-2.97,,,,
2679,-1741,-240.71,-42.71,244.46,-2.97,,,,
2680,-1675,-241.56,-42.35,245.24,-2.97,,,,
2681,-1414,-241.93,-41.61,245.48,-2.97,,,,
2682,-1048,-241.77,-40.93,245.21,-2.97,,,,
2683,-710,-241.36,-40.54,244.74,-2.98,,,,
2684,-553,-240.88,-40.41,244.24,-2.98,,,,
2685,-618,-240.36,-40.5,243.75,-2.97,,,,
2686,-885,-239.88,-40.92,243.35,-2.97,,,,
2687,-1261,-239.73,-41.69,243.33,-2.97,,,,
2688,-1575,-240.16,-42.47,243.89,-2.97,,,,
2689,-1741,-241.05,-42.78,244.81,-2.97,,,,
2690,-1678,-241.9,-42.42,245.59,-2.97,,,,
2691,-1413,-242.27,-41.68,245.83,-2.97,,,,
2692,-1046,-242.12,-41,245.56,-2.97,,,,
2693,-713,-241.7,-40.61,245.09,-2.98,,,,
2694,-551,-241.22,-40.48,244.59,-2.98,,,,
2695,-622,-240.7,-40.57,244.09,-2.97,,,,
2696,-889,-240.22,-41,243.69,-2.97,,,,
2697,-1254,-240.07,-41.76,243.67,-2.97,,,,
2698,-1580,-240.5,-42.54,244.23,-2.97,,,,
2699,-1736,-241.39,-42.85,245.16,-2.97,,,,
2700,-1681,-242.24,-42.49,245.94,-2.97,,,,
2701,-1417,-242.61,-41.75,246.18,-2.97,,,,
2702,-1050,-242.46,-41.06,245.91,-2.97,,,,
2703,-714,-242.04,-40.67,245.43,-2.98,,,,
2704,-555,-241.56,-40.54,244.94,-2.98,,,,
2705,-611,-241.04,-40.63,244.44,-2.97,,,,
2706,-884,-240.56,-41.05,244.04,-2.97,,,,
2707,-1262,-240.41,-41.82,244.02,-2.97,,,,
2708,-1578,-240.84,-42.6,244.58,-2.97,,,,
2709,-1742,-241.73,-42.91,245.51,-2.97,,,,
2710,-1679,-242.58,-42.56,246.29,-2.97,,,,
2711,-1416,-242.95,-41.81,246.53,-2.97,,,,
2712,-1050,-242.8,-41.12,246.26,-2.97,,,,
2713,-712,-242.39,-40.74,245.79,-2.98,,,,
2714,-554,-241.9,-40.6,245.29,-2.98,,,,
2715,-618,-241.38,-40.7,244.79,-2.97,,,,
2716,-885,-240.9,-41.12,244.39,-2.97,,,,
2717,-1259,-240.75,-41.89,244.37,-2.97,,,,
2718,-1575,-241.18,-42.66,244.93,-2.97,,,,
2719,-1742,-242.07,-42.97,245.86,-2.97,,,,
2720,-1676,-242.92,-42.62,246.63,-2.97,,,,
2721,-1412,-243.29,-41.88,246.87,-2.97,,,,
2722,-1048,-243.14,-41.19,246.6,-2.97,,,,
2723,-711,-242.72,-40.8,246.13,-2.98,,,,
2724,-553,-242.24,-40.67,245.63,-2.98,,,,
2725,-619,-241.72,-40.77,245.13,-2.97,,,,
2726,-886,-241.24,-41.19,244.73,-2.97,,,,
2727,-1261,-241.09,-41.96,244.71,-2.97,,,,
2728,-1574,-241.52,-42.73,245.27,-2.97,,,,
2729,-1740,-242.4,-43.04,246.2,-2.97,,,,
2730,-1677,-243.25,-42.69,246.97,-2.97,,,,
2731,-1412,-243.62,-41.94,247.21,-2.97,,,,
2732,-1049,-243.47,-41.26,246.94,-2.97,,,,
2733,-710,-243.05,-40.87,246.47,-2.97,,,,
2734,-553,-242.57,-40.74,245.97,-2.98,,,,
2735,-620,-242.05,-40.83,245.47,-2.97,,,,
2736,-885,-241.57,-41.26,245.07,-2.97,,,,
2737,-1259,-241.42,-42.02,245.05,-2.97,,,,
2738,-1576,-241.85,-42.8,245.61,-2.97,,,,
2739,-1741,-242.74,-43.11,246.53,-2.97,,,,
2740,-1677,-243.59,-42.76,247.31,-2.97,,,,
2741,-1413,-243.95,-42.01,247.55,-2.97,,,,
2742,-1048,-243.8,-41.33,247.28,-2.97,,,,
2743,-713,-243.38,-40.94,246.8,-2.97,,,,
2744,-554,-242.9,-40.8,246.3,-2.98,,,,
2745,-618,-242.38,-40.9,245.81,-2.97,,,,
2746,-886,-241.9,-41.32,245.4,-2.97,,,,
2747,-1260,-241.75,-42.09,245.38,-2.97,,,,
2748,-1577,-242.18,-42.86,245.94,-2.97,,,,
2749,-1739,-243.07,-43.17,246.87,-2.97,,,,
2750,-1676,-243.91,-42.82,247.64,-2.97,,,,
2751,-1412,-244.28,-42.08,247.88,-2.97,,,,
2752,-1049,-244.13,-41.39,247.61,-2.97,,,,
2753,-710,-243.71,-41,247.14,-2.97,,,,
2754,-553,-243.23,-40.87,246.64,-2.98,,,,
2755,-618,-242.71,-40.97,246.14,-2.97,,,,
2756,-885,-242.23,-41.39,245.74,-2.97,,,,
2757,-1258,-242.08,-42.15,245.72,-2.97,,,,
2758,-1574,-242.51,-42.93,246.28,-2.97,,,,
2759,-1741,-243.39,-43.24,247.2,-2.97,,,,
2760,-1676,-244.24,-42.89,247.98,-2.97,,,,
2761,-1413,-244.61,-42.14,248.21,-2.97,,,,
2762,-1049,-244.46,-41.46,247.95,-2.97,,,,
2763,-711,-244.04,-41.07,247.47,-2.97,,,,
2764,-555,-243.55,-40.93,246.97,-2.98,,,,
2765,-616,-243.03,-41.03,246.47,-2.97,,,,
2766,-884,-242.55,-41.45,246.07,-2.97,,,,
2767,-1260,-242.4,-42.22,246.05,-2.97,,,,
2768,-1577,-242.83,-42.99,246.61,-2.97,,,,
2769,-1739,-243.72,-43.3,247.54,-2.97,,,,
2770,-1676,-244.57,-42.95,248.31,-2.97,,,,
2771,-1412,-244.93,-42.21,248.54,-2.97,,,,
2772,-1049,-244.78,-41.52,248.28,-2.97,,,,
2773,-709,-244.37,-41.13,247.8,-2.97,,,,
2774,-553,-243.88,-41,247.3,-2.98,,,,
2775,-619,-243.36,-41.1,246.8,-2.97,,,,
2776,-887,-242.88,-41.52,246.4,-2.97,,,,
2777,-1260,-242.73,-42.29,246.38,-2.97,,,,
2778,-1576,-243.16,-43.06,246.94,-2.97,,,,
2779,-1741,-244.04,-43.37,247.87,-2.97,,,,
2780,-1677,-244.89,-43.02,248.64,-2.97,,,,
2781,-1412,-245.26,-42.27,248.87,-2.97,,,,
2782,-1049,-245.1,-41.59,248.61,-2.97,,,,
2783,-710,-244.69,-41.2,248.13,-2.97,,,,
2784,-556,-244.2,-41.07,247.63,-2.97,,,,
2785,-618,-243.68,-41.16,247.13,-2.97,,,,
2786,-886,-243.2,-41.59,246.73,-2.97,,,,
2787,-1259,-243.05,-42.35,246.71,-2.97,,,,
2788,-1577,-243.48,-43.13,247.27,-2.97,,,,
2789,-1740,-244.36,-43.44,248.19,-2.97,,,,
2790,-1676,-245.21,-43.08,248.97,-2.97,,,,
2791,-1413,-245.58,-42.34,249.2,-2.97,,,,
2792,-1048,-245.42,-41.65,248.93,-2.97,,,,
2793,-710,-245.01,-41.27,248.46,-2.97,,,,
2794,-555,-244.52,-41.13,247.96,-2.97,,,,
2795,-617,-244,-41.23,247.46,-2.97,,,,
2796,-887,-243.52,-41.65,247.06,-2.97,,,,
2797,-1260,-243.37,-42.42,247.04,-2.97,,,,
2798,-1575,-243.8,-43.19,247.59,-2.97,,,,
2799,-1741,-244.68,-43.5,248.52,-2.97,,,,
2800,-1677,-245.53,-43.15,249.29,-2.97,,,,
2801,-1412,-245.9,-42.4,249.53,-2.97,,,,
2802,-1047,-245.74,-41.72,249.26,-2.97,,,,
2803,-709,-245.33,-41.33,248.78,-2.97,,,,
2804,-555,-244.84,-41.2,248.28,-2.97,,,,
2805,-618,-244.32,-41.29,247.78,-2.97,,,,
2806,-885,-243.84,-41.72,247.38,-2.97,,,,
2807,-1260,-243.68,-42.48,247.36,-2.97,,,,
2808,-1575,-244.11,-43.26,247.92,-2.97,,,,
2809,-1740,-245,-43.57,248.84,-2.97,,,,
2810,-1677,-245.85,-43.21,249.62,-2.97,,,,
2811,-1411,-246.21,-42.47,249.85,-2.97,,,,
2812,-1050,-246.06,-41.78,249.58,-2.97,,,,
2813,-712,-245.64,-41.39,249.11,-2.97,,,,
2814,-555,-245.16,-41.26,248.6,-2.97,,,,
2815,-618,-244.63,-41.36,248.1,-2.97,,,,
2816,-885,-244.15,-41.78,247.7,-2.97,,,,
2817,-1260,-244,-42.54,247.68,-2.97,,,,
2818,-1576,-244.43,-43.32,248.24,-2.97,,,,
2819,-1740,-245.31,-43.63,249.16,-2.97,,,,
2820,-1677,-246.16,-43.28,249.94,-2.97,,,,
2821,-1412,-246.53,-42.53,250.17,-2.97,,,,
2822,-1048,-246.37,-41.85,249.9,-2.97,,,,
2823,-712,-245.96,-41.46,249.42,-2.97,,,,
2824,-555,-245.47,-41.32,248.92,-2.97,,,,
2825,-619,-244.95,-41.42,248.42,-2.97,,,,
2826,-885,-244.46,-41.84,248.02,-2.97,,,,
2827,-1259,-244.31,-42.61,248,-2.97,,,,
2828,-1576,-244.74,-43.38,248.55,-2.97,,,,
2829,-1741,-245.63,-43.69,249.48,-2.97,,,,
2830,-1675,-246.47,-43.34,250.25,-2.97,,,,
2831,-1413,-246.84,-42.59,250.49,-2.97,,,,
2832,-1048,-246.68,-41.91,250.22,-2.97,,,,
2833,-712,-246.27,-41.52,249.74,-2.97,,,,
2834,-555,-245.78,-41.39,249.24,-2.97,,,,
2835,-616,-245.26,-41.48,248.74,-2.97,,,,
2836,-887,-244.78,-41.9,248.34,-2.97,,,,
2837,-1261,-244.62,-42.67,248.32,-2.97,,,,
2838,-1577,-245.05,-43.45,248.87,-2.97,,,,
2839,-1742,-245.94,-43.76,249.8,-2.97,,,,
2840,-1676,-246.78,-43.4,250.57,-2.97,,,,
2841,-1414,-247.15,-42.66,250.81,-2.97,,,,
2842,-1048,-247,-41.97,250.54,-2.97,,,,
2843,-710,-246.58,-41.59,250.06,-2.97,,,,
2844,-554,-246.09,-41.45,249.56,-2.97,,,,
2845,-618,-245.57,-41.55,249.06,-2.97,,,,
2846,-885,-245.09,-41.97,248.66,-2.97,,,,
2847,-1260,-244.93,-42.73,248.63,-2.97,,,,
2848,-1574,-245.36,-43.51,249.19,-2.97,,,,
2849,-1742,-246.25,-43.82,250.12,-2.97,,,,
2850,-1676,-247.09,-43.46,250.89,-2.97,,,,
2851,-1412,-247.46,-42.72,251.12,-2.97,,,,
2852,-1047,-247.31,-42.04,250.85,-2.97,,,,
2853,-712,-246.89,-41.65,250.38,-2.97,,,,
2854,-555,-246.4,-41.51,249.87,-2.97,,,,
2855,-619,-245.88,-41.61,249.37,-2.97,,,,
2856,-884,-245.4,-42.03,248.97,-2.97,,,,
2857,-1261,-245.24,-42.8,248.95,-2.97,,,,
2858,-1578,-245.67,-43.57,249.5,-2.97,,,,
2859,-1740,-246.55,-43.88,250.43,-2.97,,,,
2860,-1677,-247.4,-43.53,251.2,-2.97,,,,
2861,-1413,-247.77,-42.78,251.43,-2.97,,,,
2862,-1048,-247.61,-42.1,251.17,-2.97,,,,
2863,-712,-247.19,-41.71,250.69,-2.97,,,,
2864,-554,-246.71,-41.58,250.19,-2.97,,,,
2865,-618,-246.18,-41.67,249.69,-2.97,,,,
2866,-886,-245.7,-42.09,249.28,-2.97,,,,
2867,-1259,-245.55,-42.86,249.26,-2.97,,,,
2868,-1576,-245.98,-43.63,249.82,-2.97,,,,
2869,-1740,-246.86,-43.94,250.74,-2.97,,,,
2870,-1676,-247.71,-43.59,251.51,-2.97,,,,
2871,-1411,-248.07,-42.85,251.74,-2.97,,,,
2872,-1045,-247.92,-42.16,251.48,-2.97,,,,
2873,-711,-247.5,-41.77,251,-2.97,,,,
2874,-555,-247.01,-41.64,250.5,-2.97,,,,
2875,-617,-246.49,-41.73,249.99,-2.97,,,,
2876,-884,-246.01,-42.16,249.59,-2.97,,,,
2877,-1263,-245.85,-42.92,249.57,-2.97,,,,
2878,-1577,-246.28,-43.7,250.13,-2.97,,,,
2879,-1741,-247.16,-44.01,251.05,-2.97,,,,
2880,-1675,-248.01,-43.66,251.82,-2.97,,,,
2881,-1414,-248.38,-42.91,252.06,-2.97,,,,
2882,-1048,-248.22,-42.22,251.79,-2.97,,,,
2883,-710,-247.8,-41.84,251.31,-2.97,,,,
2884,-554,-247.32,-41.7,250.81,-2.97,,,,
2885,-619,-246.79,-41.8,250.3,-2.97,,,,
2886,-885,-246.31,-42.22,249.9,-2.97,,,,
2887,-1260,-246.15,-42.99,249.88,-2.97,,,,
2888,-1575,-246.58,-43.76,250.43,-2.97,,,,
2889,-1741,-247.47,-44.07,251.36,-2.97,,,,
2890,-1676,-248.31,-43.72,252.13,-2.97,,,,
2891,-1411,-248.68,-42.97,252.36,-2.97,,,,
2892,-1048,-248.52,-42.29,252.09,-2.97,,,,
2893,-709,-248.1,-41.9,251.62,-2.97,,,,
2894,-553,-247.62,-41.77,251.11,-2.97,,,,
2895,-617,-247.09,-41.86,250.61,-2.97,,,,
2896,-885,-246.61,-42.28,250.21,-2.97,,,,
2897,-1261,-246.46,-43.05,250.19,-2.97,,,,
2898,-1577,-246.88,-43.82,250.74,-2.97,,,,
2899,-1740,-247.77,-44.13,251.67,-2.97,,,,
2900,-1676,-248.61,-43.78,252.44,-2.97,,,,
2901,-1413,-248.98,-43.03,252.67,-2.97,,,,
2902,-1049,-248.82,-42.35,252.4,-2.97,,,,
2903,-711,-248.4,-41.96,251.92,-2.97,,,,
2904,-553,-247.92,-41.83,251.42,-2.97,,,,
2905,-618,-247.39,-41.92,250.92,-2.97,,,,
2906,-887,-246.91,-42.35,250.51,-2.97,,,,
2907,-1261,-246.75,-43.11,250.49,-2.97,,,,
2908,-1576,-247.18,-43.88,251.05,-2.97,,,,
2909,-1739,-248.06,-44.19,251.97,-2.97,,,,
2910,-1677,-248.91,-43.84,252.74,-2.97,,,,
2911,-1413,-249.28,-43.1,252.97,-2.97,,,,
2912,-1047,-249.12,-42.41,252.7,-2.97,,,,
2913,-710,-248.7,-42.02,252.23,-2.97,,,,
2914,-554,-248.21,-41.89,251.72,-2.97,,,,
2915,-618,-247.69,-41.98,251.22,-2.97,,,,
2916,-886,-247.21,-42.41,250.82,-2.97,,,,
2917,-1259,-247.05,-43.17,250.79,-2.97,,,,
2918,-1577,-247.48,-43.95,251.35,-2.97,,,,
2919,-1742,-248.36,-44.26,252.27,-2.97,,,,
2920,-1676,-249.21,-43.9,253.05,-2.97,,,,
2921,-1412,-249.57,-43.16,253.28,-2.97,,,,
2922,-1048,-249.42,-42.47,253.01,-2.97,,,,
2923,-711,-249,-42.08,252.53,-2.97,,,,
2924,-553,-248.51,-41.95,252.03,-2.97,,,,
2925,-618,-247.98,-42.04,251.52,-2.97,,,,
2926,-883,-247.5,-42.47,251.12,-2.97,,,,
2927,-1260,-247.35,-43.23,251.1,-2.97,,,,
2928,-1575,-247.77,-44,251.65,-2.97,,,,
2929,-1739,-248.66,-44.31,252.57,-2.97,,,,
2930,-1676,-249.5,-43.96,253.34,-2.97,,,,
2931,-1413,-249.87,-43.22,253.58,-2.97,,,,
2932,-1047,-249.71,-42.53,253.31,-2.97,,,,
2933,-710,-249.29,-42.14,252.83,-2.97,,,,
2934,-554,-248.8,-42.01,252.32,-2.97,,,,
2935,-619,-248.28,-42.1,251.82,-2.97,,,,
2936,-885,-247.79,-42.53,251.42,-2.97,,,,
2937,-1260,-247.64,-43.29,251.39,-2.97,,,,
2938,-1578,-248.07,-44.07,251.95,-2.97,,,,
2939,-1743,-248.95,-44.38,252.88,-2.97,,,,
2940,-1677,-249.8,-44.02,253.65,-2.97,,,,
2941,-1413,-250.16,-43.28,253.88,-2.97,,,,
2942,-1048,-250,-42.59,253.61,-2.97,,,,
2943,-711,-249.58,-42.2,253.13,-2.97,,,,
2944,-552,-249.1,-42.07,252.63,-2.97,,,,
2945,-618,-248.57,-42.16,252.12,-2.97,,,,
2946,-886,-248.09,-42.59,251.72,-2.97,,,,
2947,-1260,-247.93,-43.35,251.69,-2.97,,,,
2948,-1577,-248.36,-44.13,252.25,-2.97,,,,
2949,-1739,-249.24,-44.44,253.17,-2.97,,,,
2950,-1675,-250.09,-44.08,253.94,-2.97,,,,
2951,-1413,-250.45,-43.34,254.17,-2.97,,,,
2952,-1047,-250.29,-42.65,253.9,-2.97,,,,
2953,-711,-249.87,-42.26,253.42,-2.97,,,,
2954,-553,-249.39,-42.13,252.92,-2.97,,,,
2955,-619,-248.86,-42.22,252.42,-2.97,,,,
2956,-886,-248.38,-42.65,252.01,-2.97,,,,
2957,-1260,-248.22,-43.41,251.99,-2.97,,,,
2958,-1576,-248.65,-44.19,252.54,-2.97,,,,
2959,-1741,-249.53,-44.5,253.47,-2.97,,,,
2960,-1676,-250.38,-44.14,254.24,-2.97,,,,
2961,-1411,-250.74,-43.4,254.47,-2.97,,,,
2962,-1046,-250.58,-42.71,254.2,-2.97,,,,
2963,-710,-250.16,-42.33,253.72,-2.97,,,,
2964,-554,-249.67,-42.19,253.21,-2.97,,,,
2965,-617,-249.15,-42.28,252.71,-2.97,,,,
2966,-885,-248.67,-42.71,252.31,-2.97,,,,
2967,-1262,-248.51,-43.47,252.28,-2.97,,,,
2968,-1575,-248.93,-44.25,252.84,-2.97,,,,
2969,-1741,-249.82,-44.56,253.76,-2.97,,,,
2970,-1677,-250.66,-44.2,254.53,-2.97,,,,
2971,-1412,-251.03,-43.46,254.76,-2.97,,,,
2972,-1048,-250.87,-42.77,254.49,-2.97,,,,
2973,-710,-250.45,-42.38,254.01,-2.97,,,,
2974,-552,-249.96,-42.25,253.51,-2.97,,,,
2975,-619,-249.44,-42.34,253,-2.97,,,,
2976,-886,-248.95,-42.77,252.6,-2.97,,,,
2977,-1260,-248.8,-43.53,252.58,-2.97,,,,
2978,-1576,-249.22,-44.31,253.13,-2.97,,,,
2979,-1741,-250.1,-44.62,254.05,-2.97,,,,
2980,-1677,-250.95,-44.26,254.82,-2.97,,,,
2981,-1413,-251.31,-43.52,255.05,-2.97,,,,
2982,-1047,-251.16,-42.83,254.78,-2.97,,,,
2983,-711,-250.74,-42.44,254.3,-2.97,,,,
2984,-554,-250.25,-42.31,253.8,-2.97,,,,
2985,-617,-249.72,-42.4,253.3,-2.97,,,,
2986,-885,-249.24,-42.83,252.89,-2.97,,,,
2987,-1261,-249.08,-43.59,252.87,-2.97,,,,
2988,-1578,-249.51,-44.37,253.42,-2.97,,,,
2989,-1741,-250.39,-44.68,254.35,-2.97,,,,
2990,-1675,-251.23,-44.32,255.11,-2.97,,,,
2991,-1414,-251.6,-43.58,255.34,-2.97,,,,
2992,-1049,-251.44,-42.89,255.07,-2.97,,,,
2993,-710,-251.02,-42.5,254.59,-2.97,,,,
2994,-553,-250.53,-42.37,254.09,-2.97,,,,
2995,-618,-250.01,-42.46,253.59,-2.97,,,,
2996,-887,-249.52,-42.89,253.18,-2.97,,,,
2997,-1262,-249.36,-43.65,253.16,-2.97,,,,
2998,-1575,-249.79,-44.42,253.71,-2.97,,,,
2999,-1742,-250.67,-44.73,254.63,-2.96,,,,
3000,-1676,-251.52,-44.38,255.4,-2.97,,,,
3001,-1413,-251.88,-43.63,255.63,-2.97,,,,
3002,-1048,-251.72,-42.95,255.36,-2.97,,,,
3003,-711,-251.3,-42.56,254.88,-2.97,,,,
3004,-556,-250.81,-42.43,254.37,-2.97,,,,
3005,-617,-250.29,-42.52,253.87,-2.97,,,,
3006,-886,-249.8,-42.94,253.47,-2.97,,,,
3007,-1260,-249.64,-43.71,253.44,-2.97,,,,
3008,-1577,-250.07,-44.48,253.99,-2.97,,,,
3009,-1742,-250.95,-44.79,254.92,-2.96,,,,
3010,-1676,-251.8,-44.44,255.69,-2.97,,,,
3011,-1413,-252.16,-43.69,255.92,-2.97,,,,
3012,-1049,-252,-43.01,255.65,-2.97,,,,
3013,-711,-251.58,-42.62,255.17,-2.97,,,,
3014,-554,-251.09,-42.48,254.66,-2.97,,,,
3015,-618,-250.57,-42.58,254.16,-2.97,,,,
3016,-885,-250.08,-43,253.75,-2.97,,,,
3017,-1262,-249.92,-43.77,253.73,-2.97,,,,
3018,-1576,-250.35,-44.54,254.28,-2.97,,,,
3019,-1739,-251.23,-44.85,255.2,-2.96,,,,
3020,-1677,-252.07,-44.49,255.97,-2.97,,,,
3021,-1412,-252.44,-43.75,256.2,-2.97,,,,
3022,-1046,-252.28,-43.06,255.93,-2.97,,,,
3023,-712,-251.86,-42.68,255.45,-2.97,,,,
3024,-556,-251.37,-42.54,254.94,-2.97,,,,
3025,-619,-250.84,-42.63,254.44,-2.97,,,,
3026,-886,-250.35,-43.06,254.03,-2.97,,,,
3027,-1260,-250.2,-43.82,254.01,-2.97,,,,
3028,-1577,-250.62,-44.6,254.56,-2.97,,,,
3029,-1741,-251.51,-44.91,255.48,-2.96,,,,
3030,-1675,-252.35,-44.55,256.25,-2.97,,,,
3031,-1413,-252.71,-43.81,256.48,-2.97,,,,
3032,-1048,-252.55,-43.12,256.21,-2.97,,,,
3033,-711,-252.13,-42.73,255.73,-2.97,,,,
3034,-555,-251.64,-42.6,255.22,-2.97,,,,
3035,-615,-251.12,-42.69,254.72,-2.97,,,,
3036,-887,-250.63,-43.11,254.31,-2.97,,,,
3037,-1262,-250.47,-43.88,254.29,-2.97,,,,
3038,-1577,-250.9,-44.65,254.84,-2.97,,,,
3039,-1741,-251.78,-44.96,255.76,-2.96,,,,
3040,-1676,-252.62,-44.61,256.53,-2.97,,,,
3041,-1413,-252.99,-43.86,256.76,-2.97,,,,
3042,-1048,-252.83,-43.18,256.49,-2.97,,,,
3043,-711,-252.41,-42.79,256.01,-2.97,,,,
3044,-554,-251.92,-42.65,255.5,-2.97,,,,
3045,-619,-251.39,-42.75,255,-2.97,,,,
3046,-885,-250.9,-43.17,254.59,-2.97,,,,
3047,-1258,-250.75,-43.93,254.57,-2.97,,,,
3048,-1575,-251.17,-44.71,255.12,-2.97,,,,
3049,-1742,-252.05,-45.02,256.04,-2.96,,,,
3050,-1675,-252.9,-44.66,256.81,-2.97,,,,
3051,-1412,-253.26,-43.92,257.04,-2.97,,,,
3052,-1048,-253.1,-43.23,256.76,-2.97,,,,
3053,-712,-252.68,-42.84,256.28,-2.97,,,,
3054,-554,-252.19,-42.71,255.78,-2.97,,,,
3055,-618,-251.66,-42.8,255.27,-2.97,,,,
3056,-884,-251.18,-43.22,254.87,-2.97,,,,
3057,-1261,-251.02,-43.99,254.84,-2.97,,,,
3058,-1576,-251.44,-44.76,255.4,-2.97,,,,
3059,-1739,-252.32,-45.07,256.32,-2.96,,,,
3060,-1676,-253.17,-44.72,257.08,-2.97,,,,
3061,-1412,-253.53,-43.97,257.31,-2.97,,,,
3062,-1049,-253.37,-43.29,257.04,-2.97,,,,
3063,-711,-252.95,-42.9,256.56,-2.97,,,,
3064,-553,-252.46,-42.76,256.05,-2.97,,,,
3065,-618,-251.93,-42.86,255.55,-2.97,,,,
3066,-885,-251.45,-43.28,255.14,-2.97,,,,
3067,-1260,-251.29,-44.04,255.12,-2.97,,,,
3068,-1575,-251.71,-44.82,255.67,-2.97,,,,
3069,-1740,-252.59,-45.13,256.59,-2.96,,,,
3070,-1675,-253.43,-44.77,257.36,-2.97,,,,
3071,-1413,-253.8,-44.03,257.59,-2.97,,,,
3072,-1047,-253.64,-43.34,257.31,-2.97,,,,
3073,-711,-253.22,-42.95,256.83,-2.97,,,,
3074,-555,-252.72,-42.82,256.33,-2.97,,,,
3075,-617,-252.2,-42.91,255.82,-2.97,,,,
3076,-886,-251.71,-43.33,255.41,-2.97,,,,
3077,-1261,-251.55,-44.1,255.39,-2.97,,,,
3078,-1577,-251.98,-44.87,255.94,-2.97,,,,
3079,-1740,-252.86,-45.18,256.86,-2.96,,,,
3080,-1675,-253.7,-44.83,257.63,-2.97,,,,
3081,-1413,-254.06,-44.08,257.86,-2.97,,,,
3082,-1048,-253.9,-43.4,257.59,-2.97,,,,
3083,-708,-253.48,-43.01,257.11,-2.97,,,,
3084,-554,-252.99,-42.87,256.6,-2.97,,,,
3085,-618,-252.46,-42.97,256.09,-2.97,,,,
3086,-886,-251.98,-43.39,255.69,-2.97,,,,
3087,-1259,-251.82,-44.15,255.66,-2.97,,,,
3088,-1574,-252.24,-44.93,256.21,-2.97,,,,
3089,-1740,-253.12,-45.24,257.14,-2.96,,,,
3090,-1677,-253.97,-44.88,257.9,-2.97,,,,
3091,-1411,-254.33,-44.14,258.13,-2.97,,,,
