Samp,Signal,I,Q,R,Phi
652,-2118,117.61,166.2,203.61,0.95
653,-2346,118.4,167.29,204.95,0.95
654,-2114,119.59,167.6,205.89,0.95
655,-1513,120.42,167.2,206.05,0.95
656,-745,120.62,166.72,205.77,0.94
657,-132,120.54,166.53,205.58,0.94
658,30,120.48,166.44,205.47,0.94
659,-159,120.3,166.3,205.26,0.94
660,-780,119.76,166.35,204.98,0.95
661,-1518,119.13,167.02,205.15,0.95
662,-2120,119.05,168.24,206.11,0.95
663,-2346,119.84,169.33,207.45,0.95
664,-2113,121.03,169.63,208.38,0.95
665,-1512,121.86,169.23,208.54,0.95
666,-744,122.06,168.75,208.26,0.94
667,-132,121.98,168.56,208.07,0.94
668,31,121.91,168.47,207.96,0.94
669,-161,121.74,168.33,207.74,0.94
670,-781,121.2,168.38,207.46,0.95
671,-1518,120.56,169.04,207.63,0.95
672,-2119,120.49,170.27,208.59,0.95
673,-2344,121.28,171.35,209.93,0.95
674,-2115,122.46,171.66,210.86,0.95
675,-1512,123.29,171.25,211.02,0.95
676,-744,123.49,170.77,210.74,0.94
677,-132,123.41,170.58,210.54,0.94
678,31,123.34,170.49,210.43,0.94
679,-159,123.17,170.35,210.21,0.94
680,-780,122.63,170.39,209.93,0.95
681,-1517,121.99,171.06,210.1,0.95
682,-2120,121.91,172.28,211.05,0.95
683,-2345,122.7,173.37,212.4,0.95
684,-2114,123.89,173.67,213.33,0.95
685,-1512,124.71,173.26,213.48,0.95
686,-743,124.91,172.78,213.2,0.94
687,-133,124.83,172.59,213,0.94
688,29,124.76,172.49,212.88,0.94
689,-160,124.59,172.35,212.67,0.94
690,-782,124.04,172.4,212.39,0.95
691,-1517,123.41,173.06,212.55,0.95
692,-2119,123.33,174.28,213.5,0.95
693,-2347,124.12,175.36,214.84,0.95
694,-2115,125.3,175.66,215.78,0.95
695,-1514,126.13,175.26,215.93,0.95
696,-743,126.32,174.77,215.65,0.94
697,-131,126.25,174.58,215.44,0.94
698,32,126.18,174.49,215.33,0.94
699,-158,126,174.35,215.11,0.94
700,-780,125.46,174.39,214.83,0.95
701,-1517,124.82,175.05,214.99,0.95
702,-2118,124.74,176.27,215.94,0.95
703,-2344,125.53,177.35,217.28,0.95
704,-2112,126.71,177.65,218.21,0.95
705,-1513,127.54,177.24,218.36,0.95
706,-746,127.73,176.75,218.08,0.95
707,-132,127.65,176.56,217.87,0.94
708,31,127.58,176.47,217.75,0.94
709,-159,127.41,176.32,217.54,0.95
710,-781,126.86,176.36,217.25,0.95
711,-1518,126.22,177.02,217.42,0.95
712,-2119,126.14,178.24,218.36,0.95
713,-2344,126.93,179.32,219.7,0.95
714,-2115,128.11,179.62,220.63,0.95
715,-1512,128.93,179.22,220.78,0.95
716,-744,129.13,178.72,220.49,0.95
717,-133,129.05,178.53,220.29,0.94
718,30,128.98,178.43,220.17,0.94
719,-160,128.8,178.29,219.95,0.95
720,-780,128.25,178.33,219.66,0.95
721,-1516,127.61,178.99,219.82,0.95
722,-2120,127.53,180.21,220.77,0.95
723,-2346,128.32,181.28,222.1,0.95
724,-2114,129.5,181.58,223.03,0.95
725,-1511,130.32,181.17,223.18,0.95
726,-743,130.51,180.68,222.89,0.95
727,-133,130.43,180.49,222.68,0.95
728,31,130.36,180.39,222.56,0.95
729,-160,130.18,180.24,222.34,0.95
730,-782,129.64,180.28,222.05,0.95
731,-1518,128.99,180.94,222.21,0.95
732,-2119,128.91,182.16,223.16,0.95
733,-2343,129.7,183.23,224.49,0.95
734,-2114,130.88,183.53,225.42,0.95
735,-1512,131.7,183.12,225.56,0.95
736,-743,131.89,182.63,225.27,0.95
737,-132,131.81,182.43,225.06,0.95
738,30,131.74,182.33,224.94,0.95
739,-159,131.56,182.19,224.72,0.95
740,-781,131.01,182.22,224.43,0.95
741,-1518,130.37,182.88,224.59,0.95
742,-2119,130.29,184.1,225.53,0.95
743,-2341,131.07,185.17,226.86,0.95
744,-2114,132.25,185.46,227.79,0.95
745,-1508,133.07,185.05,227.93,0.95
746,-744,133.26,184.56,227.64,0.95
747,-140,133.17,184.36,227.43,0.95
748,29,133.1,184.26,227.3,0.95
749,-163,132.92,184.11,227.08,0.95
750,-775,132.37,184.14,226.78,0.95
751,-1522,131.73,184.8,226.94,0.95
752,-2114,131.65,186.01,227.88,0.95
753,-2349,132.43,187.09,229.22,0.95
754,-2117,133.61,187.38,230.14,0.95
755,-1514,134.43,186.97,230.28,0.95
756,-736,134.62,186.48,229.99,0.95
757,-129,134.53,186.28,229.78,0.95
758,30,134.46,186.18,229.66,0.95
759,-161,134.28,186.03,229.43,0.95
760,-781,133.73,186.07,229.14,0.95
761,-1517,133.09,186.72,229.29,0.95
762,-2121,133,187.93,230.24,0.95
763,-2345,133.78,189.01,231.56,0.95
764,-2112,134.96,189.3,232.48,0.95
765,-1513,135.78,188.89,232.63,0.95
766,-744,135.97,188.39,232.33,0.95
767,-124,135.88,188.19,232.12,0.95
768,33,135.81,188.09,232,0.95
769,-158,135.63,187.94,231.77,0.95
770,-781,135.08,187.98,231.48,0.95
771,-1517,134.44,188.63,231.63,0.95
772,-2120,134.35,189.84,232.57,0.95
773,-2345,135.13,190.92,233.9,0.95
774,-2114,136.31,191.21,234.82,0.95
775,-1512,137.13,190.79,234.96,0.95
776,-739,137.31,190.3,234.67,0.95
777,-132,137.23,190.09,234.45,0.95
778,30,137.15,189.99,234.32,0.95
779,-159,136.97,189.84,234.1,0.95
780,-780,136.42,189.87,233.8,0.95
781,-1517,135.77,190.52,233.95,0.95
782,-2119,135.69,191.74,234.89,0.95
783,-2346,136.47,192.81,236.22,0.95
784,-2114,137.65,193.1,237.13,0.95
785,-1510,138.46,192.68,237.27,0.95
786,-745,138.65,192.18,236.98,0.95
787,-133,138.56,191.98,236.76,0.95
788,29,138.49,191.87,236.63,0.95
789,-160,138.3,191.72,236.4,0.95
790,-780,137.75,191.75,236.1,0.95
791,-1519,137.1,192.4,236.26,0.95
792,-2119,137.02,193.61,237.19,0.95
793,-2344,137.8,194.68,238.52,0.95
794,-2113,138.97,194.97,239.43,0.95
795,-1511,139.79,194.55,239.57,0.95
796,-743,139.98,194.06,239.27,0.95
797,-131,139.89,193.85,239.05,0.95
798,31,139.81,193.74,238.92,0.95
799,-159,139.63,193.59,238.69,0.95
800,-780,139.07,193.62,238.39,0.95
801,-1517,138.43,194.27,238.54,0.95
802,-2119,138.34,195.48,239.48,0.95
803,-2344,139.12,196.55,240.8,0.95
804,-2113,140.29,196.84,241.72,0.95
805,-1509,141.11,196.42,241.85,0.95
806,-742,141.29,195.92,241.55,0.95
807,-133,141.2,195.71,241.33,0.95
808,30,141.13,195.6,241.2,0.95
809,-159,140.94,195.45,240.97,0.95
810,-781,140.39,195.48,240.67,0.95
811,-1518,139.74,196.13,240.82,0.95
812,-2119,139.65,197.34,241.75,0.95
813,-2344,140.43,198.4,243.07,0.95
814,-2113,141.6,198.69,243.98,0.95
815,-1511,142.42,198.27,244.12,0.95
816,-743,142.6,197.77,243.82,0.95
817,-131,142.51,197.56,243.6,0.95
818,30,142.43,197.45,243.46,0.95
819,-158,142.25,197.3,243.23,0.95
820,-782,141.69,197.33,242.93,0.95
821,-1518,141.04,197.97,243.08,0.95
822,-2117,140.95,199.18,244.01,0.95
823,-2343,141.73,200.24,245.33,0.95
824,-2113,142.9,200.53,246.24,0.95
825,-1510,143.72,200.11,246.37,0.95
826,-743,143.9,199.61,246.07,0.95
827,-133,143.81,199.4,245.85,0.95
828,30,143.73,199.29,245.71,0.95
829,-159,143.55,199.13,245.48,0.95
830,-781,142.99,199.16,245.17,0.95
831,-1518,142.34,199.8,245.32,0.95
832,-2118,142.25,201.01,246.25,0.95
833,-2343,143.03,202.07,247.57,0.95
834,-2113,144.2,202.36,248.48,0.95
835,-1510,145.01,201.94,248.61,0.95
836,-745,145.19,201.43,248.31,0.95
837,-133,145.1,201.22,248.08,0.95
838,30,145.02,201.11,247.94,0.95
839,-159,144.84,200.95,247.71,0.95
840,-783,144.28,200.98,247.4,0.95
841,-1518,143.63,201.62,247.55,0.95
842,-2119,143.54,202.83,248.48,0.95
843,-2344,144.31,203.89,249.79,0.95
844,-2114,145.48,204.17,250.7,0.95
845,-1511,146.29,203.75,250.83,0.95
846,-742,146.48,203.25,250.53,0.95
847,-130,146.38,203.04,250.31,0.95
848,32,146.3,202.93,250.17,0.95
849,-159,146.12,202.77,249.93,0.95
850,-780,145.56,202.79,249.62,0.95
851,-1518,144.91,203.44,249.77,0.95
852,-2119,144.82,204.64,250.7,0.95
853,-2345,145.59,205.7,252.01,0.95
854,-2112,146.76,205.98,252.92,0.95
855,-1513,147.57,205.56,253.05,0.95
856,-744,147.76,205.05,252.74,0.95
857,-131,147.66,204.84,252.52,0.95
858,31,147.58,204.73,252.38,0.95
859,-159,147.39,204.57,252.14,0.95
860,-782,146.83,204.59,251.83,0.95
861,-1520,146.18,205.24,251.97,0.95
862,-2119,146.09,206.44,252.9,0.95
863,-2345,146.86,207.5,254.22,0.95
864,-2113,148.03,207.78,255.12,0.95
865,-1510,148.84,207.36,255.25,0.95
866,-742,149.02,206.85,254.94,0.95
867,-131,148.93,206.64,254.71,0.95
868,31,148.85,206.52,254.57,0.95
869,-160,148.66,206.36,254.33,0.95
870,-781,148.1,206.38,254.02,0.95
871,-1517,147.44,207.03,254.16,0.95
872,-2120,147.35,208.23,255.09,0.95
873,-2344,148.13,209.29,256.4,0.95
874,-2115,149.3,209.57,257.31,0.95
875,-1510,150.1,209.14,257.43,0.95
876,-744,150.28,208.63,257.12,0.95
877,-133,150.19,208.42,256.89,0.95
878,31,150.11,208.3,256.75,0.95
879,-161,149.92,208.14,256.51,0.95
880,-782,149.36,208.16,256.2,0.95
881,-1518,148.7,208.8,256.34,0.95
882,-2119,148.61,210,257.26,0.95
883,-2342,149.38,211.06,258.57,0.95
884,-2114,150.55,211.34,259.48,0.95
885,-1513,151.36,210.91,259.6,0.95
886,-743,151.54,210.4,259.29,0.95
887,-131,151.44,210.19,259.06,0.95
888,31,151.36,210.07,258.92,0.95
889,-159,151.17,209.91,258.68,0.95
890,-783,150.6,209.93,258.36,0.95
891,-1518,149.95,210.57,258.5,0.95
892,-2118,149.86,211.77,259.43,0.95
893,-2345,150.63,212.82,260.74,0.95
894,-2112,151.79,213.1,261.64,0.95
895,-1512,152.6,212.67,261.76,0.95
896,-743,152.78,212.16,261.45,0.95
897,-132,152.68,211.95,261.22,0.95
898,30,152.6,211.83,261.07,0.95
899,-159,152.41,211.66,260.83,0.95
900,-782,151.85,211.68,260.51,0.95
901,-1519,151.19,212.32,260.65,0.95
902,-2120,151.09,213.52,261.57,0.95
903,-2345,151.87,214.58,262.88,0.95
904,-2114,153.03,214.85,263.78,0.95
905,-1510,153.84,214.43,263.9,0.95
906,-744,154.02,213.91,263.59,0.95
907,-132,153.92,213.7,263.36,0.95
908,29,153.83,213.58,263.21,0.95
909,-162,153.64,213.41,262.96,0.95
910,-781,153.08,213.43,262.65,0.95
911,-1518,152.42,214.07,262.79,0.95
912,-2119,152.33,215.26,263.71,0.95
913,-2344,153.1,216.32,265.01,0.95
914,-2114,154.26,216.59,265.91,0.95
915,-1510,155.07,216.16,266.03,0.95
916,-743,155.24,215.65,265.72,0.95
917,-133,155.15,215.43,265.48,0.95
918,30,155.06,215.31,265.33,0.95
919,-159,154.87,215.14,265.09,0.95
920,-781,154.3,215.16,264.77,0.95
921,-1518,153.65,215.8,264.91,0.95
922,-2121,153.55,216.99,265.83,0.95
923,-2342,154.32,218.05,267.13,0.95
924,-2112,155.48,218.32,268.03,0.95
925,-1512,156.29,217.89,268.15,0.95
926,-743,156.47,217.38,267.83,0.95
927,-132,156.37,217.16,267.6,0.95
928,31,156.28,217.04,267.45,0.95
929,-160,156.09,216.87,267.2,0.95
930,-783,155.52,216.88,266.88,0.95
931,-1517,154.86,217.52,267.01,0.95
932,-2120,154.77,218.71,267.93,0.95
933,-2344,155.53,219.77,269.24,0.95
934,-2113,156.7,220.04,270.13,0.95
935,-1511,157.5,219.61,270.25,0.95
936,-741,157.68,219.09,269.93,0.95
937,-131,157.58,218.87,269.7,0.95
938,31,157.49,218.75,269.55,0.95
939,-158,157.3,218.58,269.3,0.95
940,-781,156.73,218.6,268.98,0.95
941,-1519,156.07,219.23,269.11,0.95
942,-2119,155.97,220.43,270.03,0.95
943,-2344,156.74,221.48,271.33,0.95
944,-2110,157.9,221.75,272.22,0.95
945,-1510,158.71,221.32,272.34,0.95
946,-744,158.88,220.8,272.02,0.95
947,-132,158.78,220.58,271.78,0.95
948,30,158.69,220.45,271.63,0.95
949,-160,158.5,220.28,271.38,0.95
950,-782,157.93,220.3,271.06,0.95
951,-1519,157.27,220.93,271.19,0.95
952,-2119,157.17,222.12,272.11,0.95
953,-2344,157.94,223.18,273.41,0.95
954,-2113,159.1,223.45,274.3,0.95
955,-1510,159.9,223.01,274.42,0.95
956,-741,160.08,222.5,274.1,0.95
957,-133,159.98,222.27,273.86,0.95
958,30,159.89,222.15,273.7,0.95
959,-160,159.69,221.98,273.45,0.95
960,-783,159.12,221.99,273.13,0.95
961,-1518,158.46,222.62,273.26,0.95
962,-2120,158.36,223.81,274.17,0.96
963,-2344,159.13,224.86,275.47,0.95
964,-2111,160.29,225.13,276.37,0.95
965,-1510,161.09,224.7,276.48,0.95
966,-745,161.27,224.18,276.16,0.95
967,-132,161.16,223.95,275.92,0.95
968,30,161.07,223.83,275.76,0.95
969,-160,160.88,223.66,275.51,0.95
970,-784,160.31,223.67,275.18,0.95
971,-1520,159.65,224.3,275.31,0.95
972,-2120,159.55,225.49,276.23,0.96
973,-2345,160.31,226.54,277.53,0.95
974,-2113,161.47,226.81,278.42,0.95
975,-1510,162.27,226.37,278.53,0.95
976,-743,162.45,225.85,278.21,0.95
977,-132,162.34,225.63,277.96,0.95
978,30,162.25,225.5,277.81,0.95
979,-160,162.06,225.33,277.55,0.95
980,-782,161.49,225.34,277.23,0.95
981,-1519,160.82,225.97,277.36,0.95
982,-2119,160.72,227.16,278.27,0.96
983,-2345,161.49,228.21,279.57,0.95
984,-2112,162.65,228.48,280.46,0.95
985,-1510,163.45,228.04,280.57,0.95
986,-745,163.62,227.52,280.24,0.95
987,-134,163.52,227.29,280,0.95
988,31,163.43,227.16,279.84,0.95
989,-161,163.23,226.99,279.58,0.95
990,-783,162.66,227,279.26,0.95
991,-1520,161.99,227.63,279.39,0.95
992,-2120,161.89,228.82,280.3,0.96
993,-2345,162.66,229.86,281.59,0.95
994,-2114,163.82,230.13,282.48,0.95
995,-1511,164.62,229.69,282.59,0.95
996,-742,164.79,229.17,282.27,0.95
997,-130,164.68,228.95,282.02,0.95
998,31,164.59,228.82,281.87,0.95
999,-161,164.39,228.64,281.61,0.95
1000,-783,163.82,228.65,281.28,0.95
1001,-1518,163.16,229.28,281.41,0.95
1002,-2120,163.06,230.47,282.32,0.96
1003,-2345,163.82,231.51,283.61,0.95
1004,-2113,164.98,231.78,284.5,0.95
1005,-1510,165.78,231.34,284.61,0.95
1006,-743,165.95,230.82,284.28,0.95
1007,-133,165.84,230.59,284.03,0.95
1008,30,165.75,230.46,283.87,0.95
1009,-161,165.55,230.28,283.61,0.95
1010,-784,164.98,230.29,283.29,0.95
1011,-1520,164.31,230.92,283.41,0.95
1012,-2120,164.21,232.1,284.32,0.96
1013,-2345,164.97,233.15,285.61,0.96
1014,-2112,166.13,233.41,286.5,0.95
1015,-1512,166.93,232.97,286.6,0.95
1016,-743,167.1,232.45,286.28,0.95
1017,-130,166.99,232.22,286.03,0.95
1018,32,166.9,232.09,285.87,0.95
1019,-160,166.7,231.92,285.61,0.95
1020,-782,166.13,231.92,285.28,0.95
1021,-1518,165.46,232.55,285.41,0.95
1022,-2120,165.36,233.73,286.31,0.96
1023,-2345,166.12,234.78,287.61,0.96
1024,-2112,167.28,235.04,288.49,0.95
1025,-1509,168.08,234.6,288.59,0.95
1026,-744,168.24,234.07,288.27,0.95
1027,-131,168.14,233.85,288.02,0.95
1028,29,168.04,233.71,287.85,0.95
1029,-161,167.84,233.53,287.59,0.95
1030,-783,167.27,233.54,287.26,0.95
1031,-1520,166.6,234.17,287.38,0.95
1032,-2120,166.5,235.35,288.29,0.96
1033,-2344,167.26,236.39,289.58,0.96
1034,-2112,168.42,236.66,290.46,0.95
1035,-1512,169.21,236.21,290.57,0.95
1036,-742,169.38,235.69,290.24,0.95
1037,-131,169.27,235.46,289.99,0.95
1038,30,169.18,235.32,289.83,0.95
1039,-161,168.98,235.15,289.56,0.95
1040,-784,168.4,235.15,289.23,0.95
1041,-1519,167.74,235.77,289.35,0.95
1042,-2119,167.63,236.96,290.26,0.96
1043,-2345,168.39,238,291.55,0.96
1044,-2111,169.55,238.26,292.43,0.95
1045,-1510,170.34,237.82,292.53,0.95
1046,-744,170.51,237.29,292.2,0.95
1047,-132,170.4,237.06,291.95,0.95
1048,30,170.31,236.92,291.78,0.95
1049,-159,170.1,236.74,291.52,0.95
1050,-782,169.53,236.75,291.19,0.95
1051,-1519,168.86,237.37,291.31,0.95
1052,-2120,168.76,238.55,292.21,0.96
1053,-2344,169.52,239.59,293.5,0.96
1054,-2112,170.67,239.85,294.38,0.95
1055,-1511,171.47,239.41,294.48,0.95
1056,-742,171.63,238.88,294.15,0.95
1057,-132,171.53,238.65,293.9,0.95
1058,30,171.43,238.52,293.73,0.95
1059,-160,171.23,238.33,293.46,0.95
1060,-783,170.65,238.34,293.13,0.95
1061,-1519,169.98,238.96,293.25,0.95
1062,-2119,169.88,240.14,294.15,0.96
1063,-2345,170.63,241.18,295.44,0.96
1064,-2113,171.79,241.44,296.32,0.95
1065,-1508,172.58,240.99,296.42,0.95
1066,-742,172.75,240.47,296.08,0.95
1067,-132,172.64,240.23,295.83,0.95
1068,30,172.54,240.1,295.66,0.95
1069,-160,172.34,239.91,295.4,0.95
1070,-783,171.76,239.92,295.06,0.95
1071,-1519,171.09,240.54,295.18,0.95
1072,-2120,170.99,241.72,296.08,0.96
1073,-2345,171.74,242.76,297.37,0.96
1074,-2111,172.9,243.01,298.24,0.95
1075,-1510,173.69,242.57,298.34,0.95
1076,-743,173.86,242.04,298.01,0.95
1077,-131,173.75,241.8,297.75,0.95
1078,31,173.65,241.67,297.59,0.95
1079,-160,173.44,241.49,297.32,0.95
1080,-784,172.87,241.49,296.98,0.95
1081,-1519,172.2,242.11,297.1,0.95
1082,-2120,172.09,243.29,298,0.96
1083,-2345,172.85,244.32,299.28,0.96
1084,-2113,174,244.58,300.16,0.95
1085,-1509,174.79,244.13,300.26,0.95
1086,-741,174.96,243.61,299.92,0.95
1087,-123,174.85,243.37,299.67,0.95
1088,33,174.75,243.24,299.5,0.95
1089,-160,174.54,243.05,299.23,0.95
1090,-784,173.97,243.05,298.9,0.95
1091,-1520,173.3,243.67,299.01,0.95
1092,-2122,173.19,244.85,299.91,0.96
1093,-2345,173.94,245.89,301.2,0.96
1094,-2113,175.1,246.15,302.07,0.95
1095,-1508,175.89,245.7,302.17,0.95
1096,-739,176.05,245.17,301.83,0.95
1097,-131,175.94,244.93,301.57,0.95
1098,30,175.84,244.8,301.4,0.95
1099,-160,175.63,244.61,301.13,0.95
1100,-784,175.06,244.61,300.8,0.95
1101,-1521,174.38,245.23,300.91,0.95
1102,-2119,174.27,246.41,301.81,0.96
1103,-2345,175.03,247.44,303.09,0.96
1104,-2113,176.18,247.7,303.96,0.95
1105,-1509,176.97,247.25,304.06,0.95
1106,-741,177.14,246.72,303.72,0.95
1107,-132,177.03,246.48,303.46,0.95
1108,30,176.93,246.34,303.29,0.95
1109,-160,176.72,246.15,303.02,0.95
1110,-782,176.14,246.15,302.68,0.95
1111,-1520,175.47,246.77,302.79,0.95
1112,-2120,175.36,247.94,303.69,0.96
1113,-2345,176.11,248.98,304.97,0.96
1114,-2112,177.27,249.23,305.84,0.95
1115,-1510,178.06,248.78,305.94,0.95
1116,-744,178.22,248.25,305.6,0.95
1117,-132,178.11,248.01,305.34,0.95
1118,31,178.01,247.87,305.17,0.95
1119,-161,177.8,247.68,304.89,0.95
1120,-784,177.22,247.68,304.55,0.95
1121,-1519,176.55,248.3,304.66,0.95
1122,-2120,176.44,249.47,305.56,0.96
1123,-2343,177.19,250.51,306.84,0.96
1124,-2110,178.34,250.76,307.71,0.95
1125,-1510,179.13,250.31,307.8,0.95
1126,-742,179.29,249.77,307.46,0.95
1127,-131,179.18,249.54,307.2,0.95
1128,32,179.08,249.39,307.03,0.95
1129,-161,178.87,249.21,306.75,0.95
1130,-784,178.29,249.2,306.41,0.95
1131,-1520,177.61,249.82,306.52,0.95
1132,-2121,177.5,250.99,307.42,0.96
1133,-2346,178.26,252.03,308.7,0.96
1134,-2111,179.41,252.28,309.57,0.95
1135,-1511,180.2,251.83,309.66,0.95
1136,-743,180.36,251.29,309.32,0.95
1137,-130,180.24,251.05,309.06,0.95
1138,32,180.14,250.91,308.88,0.95
1139,-160,179.93,250.72,308.61,0.95
1140,-783,179.35,250.72,308.26,0.95
1141,-1521,178.68,251.33,308.37,0.95
1142,-2120,178.57,252.51,309.27,0.96
1143,-2346,179.32,253.54,310.55,0.96
1144,-2113,180.47,253.79,311.41,0.95
1145,-1510,181.26,253.34,311.5,0.95
1146,-742,181.42,252.8,311.16,0.95
1147,-130,181.31,252.56,310.9,0.95
1148,32,181.2,252.42,310.72,0.95
1149,-161,180.99,252.23,310.45,0.95
1150,-784,180.41,252.22,310.1,0.95
1151,-1520,179.74,252.84,310.21,0.95
1152,-2121,179.62,254.01,311.1,0.96
1153,-2345,180.38,255.04,312.38,0.96
1154,-2113,181.53,255.29,313.25,0.95
1155,-1508,182.31,254.84,313.34,0.95
1156,-744,182.47,254.3,312.99,0.95
1157,-131,182.36,254.06,312.73,0.95
1158,27,182.25,253.91,312.55,0.95
1159,-163,182.04,253.72,312.27,0.95
1160,-774,181.47,253.71,311.93,0.95
1161,-1525,180.79,254.33,312.04,0.95
1162,-2125,180.67,255.5,312.93,0.96
1163,-2347,181.43,256.54,314.21,0.96
1164,-2114,182.58,256.78,315.08,0.95
1165,-1512,183.37,256.33,315.16,0.95
1166,-735,183.52,255.8,314.82,0.95
1167,-133,183.41,255.55,314.55,0.95
1168,36,183.3,255.41,314.38,0.95
1169,-165,183.09,255.22,314.1,0.95
1170,-787,182.51,255.21,313.75,0.95
1171,-1521,181.83,255.82,313.86,0.95
1172,-2123,181.71,256.99,314.75,0.96
1173,-2346,182.47,258.03,316.02,0.96
1174,-2113,183.61,258.27,316.89,0.95
1175,-1509,184.4,257.82,316.98,0.95
1176,-742,184.56,257.28,316.63,0.95
1177,-131,184.44,257.04,316.36,0.95
1178,31,184.34,256.89,316.18,0.95
1179,-161,184.13,256.7,315.9,0.95
1180,-784,183.54,256.69,315.56,0.95
1181,-1521,182.87,257.3,315.66,0.95
1182,-2121,182.75,258.47,316.55,0.96
1183,-2344,183.5,259.5,317.82,0.96
1184,-2112,184.65,259.75,318.69,0.95
1185,-1511,185.43,259.29,318.77,0.95
1186,-742,185.59,258.75,318.43,0.95
1187,-130,185.48,258.51,318.16,0.95
1188,32,185.37,258.36,317.98,0.95
1189,-161,185.16,258.17,317.7,0.95
1190,-784,184.57,258.16,317.35,0.95
1191,-1520,183.9,258.77,317.46,0.95
1192,-2120,183.78,259.94,318.34,0.96
1193,-2346,184.53,260.96,319.62,0.96
1194,-2114,185.68,261.21,320.48,0.95
1195,-1510,186.46,260.75,320.56,0.95
1196,-742,186.62,260.21,320.22,0.95
1197,-133,186.5,259.97,319.95,0.95
1198,29,186.4,259.82,319.76,0.95
1199,-161,186.18,259.62,319.48,0.95
1200,-784,185.6,259.61,319.13,0.95
1201,-1521,184.92,260.22,319.23,0.95
1202,-2123,184.8,261.39,320.12,0.96
1203,-2345,185.55,262.42,321.39,0.96
1204,-2112,186.7,262.66,322.26,0.95
1205,-1511,187.48,262.21,322.34,0.95
1206,-741,187.64,261.66,321.99,0.95
1207,-131,187.52,261.42,321.72,0.95
1208,30,187.42,261.27,321.54,0.95
1209,-160,187.2,261.07,321.25,0.95
1210,-784,186.62,261.06,320.9,0.95
1211,-1520,185.94,261.67,321.01,0.95
1212,-2120,185.82,262.84,321.89,0.96
1213,-2346,186.57,263.86,323.16,0.96
1214,-2112,187.72,264.11,324.02,0.95
1215,-1512,188.5,263.65,324.1,0.95
1216,-742,188.66,263.11,323.75,0.95
1217,-131,188.54,262.86,323.48,0.95
1218,31,188.43,262.71,323.3,0.95
1219,-161,188.22,262.51,323.01,0.95
1220,-783,187.63,262.5,322.66,0.95
1221,-1521,186.95,263.11,322.76,0.95
1222,-2120,186.83,264.27,323.65,0.96
1223,-2346,187.58,265.3,324.92,0.96
1224,-2113,188.73,265.54,325.78,0.95
1225,-1509,189.51,265.08,325.86,0.95
1226,-742,189.66,264.54,325.51,0.95
1227,-132,189.55,264.29,325.23,0.95
1228,30,189.44,264.14,325.05,0.95
1229,-161,189.22,263.94,324.76,0.95
1230,-785,188.63,263.93,324.41,0.95
1231,-1521,187.95,264.54,324.51,0.95
1232,-2120,187.84,265.7,325.39,0.96
1233,-2344,188.58,266.73,326.66,0.96
1234,-2112,189.73,266.97,327.52,0.95
1235,-1508,190.51,266.51,327.6,0.95
1236,-740,190.66,265.97,327.25,0.95
1237,-132,190.54,265.72,326.97,0.95
1238,30,190.43,265.56,326.79,0.95
1239,-162,190.22,265.37,326.5,0.95
1240,-784,189.63,265.35,326.15,0.95
1241,-1520,188.95,265.96,326.24,0.95
1242,-2122,188.83,267.12,327.13,0.96
1243,-2345,189.58,268.15,328.39,0.96
1244,-2112,190.72,268.39,329.25,0.95
1245,-1510,191.5,267.93,329.33,0.95
1246,-743,191.66,267.38,328.98,0.95
1247,-132,191.54,267.13,328.7,0.95
1248,30,191.43,266.98,328.51,0.95
1249,-160,191.21,266.78,328.23,0.95
1250,-786,190.62,266.76,327.87,0.95
1251,-1520,189.94,267.37,327.97,0.95
1252,-2119,189.82,268.53,328.85,0.96
1253,-2344,190.57,269.55,330.11,0.96
1254,-2111,191.71,269.79,330.97,0.95
1255,-1510,192.49,269.33,331.05,0.95
1256,-741,192.64,268.79,330.69,0.95
1257,-131,192.52,268.54,330.42,0.95
1258,32,192.41,268.38,330.23,0.95
1259,-163,192.2,268.18,329.94,0.95
1260,-784,191.61,268.17,329.58,0.95
1261,-1521,190.92,268.77,329.68,0.95
1262,-2121,190.8,269.93,330.56,0.96
1263,-2346,191.55,270.96,331.83,0.96
1264,-2112,192.69,271.2,332.68,0.95
1265,-1509,193.47,270.73,332.76,0.95
1266,-743,193.63,270.19,332.4,0.95
1267,-132,193.5,269.93,332.13,0.95
1268,30,193.39,269.78,331.94,0.95
1269,-161,193.18,269.58,331.65,0.95
1270,-784,192.59,269.56,331.29,0.95
1271,-1521,191.9,270.16,331.38,0.95
1272,-2121,191.78,271.33,332.26,0.96
1273,-2343,192.53,272.35,333.53,0.96
1274,-2112,193.67,272.59,334.38,0.95
1275,-1510,194.45,272.12,334.46,0.95
1276,-743,194.6,271.57,334.1,0.95
1277,-131,194.48,271.32,333.82,0.95
1278,31,194.37,271.17,333.63,0.95
1279,-163,194.15,270.96,333.34,0.95
1280,-785,193.56,270.95,332.98,0.95
1281,-1518,192.88,271.55,333.07,0.95
1282,-2121,192.75,272.71,333.95,0.96
1283,-2344,193.5,273.73,335.21,0.96
1284,-2110,194.64,273.97,336.07,0.95
1285,-1509,195.42,273.5,336.14,0.95
1286,-741,195.57,272.95,335.78,0.95
1287,-131,195.44,272.7,335.5,0.95
1288,29,195.33,272.54,335.31,0.95
1289,-161,195.11,272.34,335.02,0.95
1290,-785,194.52,272.32,334.66,0.95
1291,-1521,193.84,272.92,334.75,0.95
